,index,rname,fcategory,Rating,lat,long,address,city,phone
917,917,Harvest Kitchen,Canadian (New),3.5,43.66278,-79.40437,124 Harbord Street,Toronto,+1 416-901-5901
918,918,Loga's Corner,Himalayan/Nepalese,4.5,43.64053,-79.43597,216C Close Avenue,Toronto,+1 647-761-0965
919,919,Lims Chicken,Korean,3.5,43.664402,-79.4141941,623 Bloor Street W,Toronto,+1 416-537-8288
920,920,Yin Ji Chang Fen,Chinese,4.0,43.8202802610795,-79.3252295350153,7010 Warden Avenue,Markham,+1 905-307-2688
921,921,Best Bite Bar & Grill,American (Traditional),4.5,43.65322,-79.60078,5503 Eglinton Avenue W,Toronto,+1 416-620-6600
922,922,Regina Pizzeria & Trattoria,Italian,4.0,43.654881,-79.420858,782 College Street,Toronto,+1 416-535-2273
923,923,Chacho's Fine Mexican Dining,Mexican,3.5,43.6978111,-79.3890686,234 Merton Street,Toronto,+1 416-932-2434
924,924,Fusaro's Kitchen,Italian,4.0,43.64808,-79.39556,147 Spadina Avenue,Toronto,+1 416-260-8414
925,925,Bluestone Lane,Coffee & Tea,4.5,43.649494,-79.3758365,37 King Street E,Toronto,+1 718-374-6858
926,926,Sher-E-Punjab,Indian,4.0,43.67713,-79.35299,351 Danforth Avenue,Toronto,+1 416-465-2125
927,927,Leziz  Kitchen,Mediterranean,5.0,43.60405,-79.53576,418 Horner Avenue,Toronto,+1 416-259-9838
928,928,Extra Burger,Fast Food,4.5,43.64928,-79.42753,1357 Dundas Street W,Toronto,
929,929,Kiro Sushi,Japanese,4.0,43.6722662302551,-79.3874411896101,4 Collier Street,Toronto,+1 647-347-3262
930,930,August 8,Japanese,3.5,43.6546135705379,-79.3986288830638,331 Spadina Ave,Toronto,+1 416-597-2288
931,931,Toben Food By Design,Caterers,4.5,43.6737247,-79.4792485,150 Symes Rd,Toronto,+1 647-344-8323
932,932,Blua,Tapas/Small Plates,4.5,43.6660294065672,-79.4645803918423,395 Keele Street,Toronto,+1 416-763-4035
933,933,Boat King of Thai Noodles,Thai,3.0,43.66013,-79.38583,770 Bay Street,Toronto,
934,934,Sophie's,Breakfast & Brunch,4.0,43.70632,-79.37561,1614 Bayview Avenue,Toronto,+1 416-485-1614
935,935,Banjara Indian Cuisine,Indian,3.5,43.66315,-79.42188,796 Bloor Street W,Toronto,+1 416-963-9360
936,936,Three Speed,Bars,4.0,43.65917,-79.43795,1163 Bloor St W,Toronto,+1 647-430-3834
937,937,Tapas At Embrujo,Tapas/Small Plates,3.5,43.67615,-79.3582931,97 Danforth Avenue,Toronto,+1 647-705-7880
938,938,House of Chan,Canadian (New),3.5,43.7037315,-79.41362,514 Eglinton Avenue W,Toronto,+1 416-781-5575
939,939,Yupdduk Bloor,Korean,4.0,43.66473,-79.4138,612 Bloor Street W,Toronto,+1 416-732-7989
940,940,Hotopia Sichuan Cuisine,Chinese,3.0,43.76443,-79.41022,25 Spring Garden Avenue,Toronto,+1 416-551-8832
941,941,The Opium Bar,Whiskey Bars,4.5,43.64928,-79.42628,1321 Dundas Street West,Toronto,+1 647-828-9193
942,942,Indian Roti House,Indian,4.0,43.6394,-79.38546,256 Queens Quay W,Toronto,+1 416-260-6666
943,943,Flaming Stove,Middle Eastern,4.5,43.6982689,-79.3957672,21 Davisville Avenue,Toronto,+1 416-644-5051
944,944,Mezzetta Restaurant & Tapas Bar,Mediterranean,3.5,43.68154,-79.42533,681 Saint Clair Avenue W,Toronto,+1 416-658-5687
945,945,Iruka Sushi,Japanese,3.5,43.6369364641686,-79.396640733727,550 Queens Quay W,Toronto,+1 647-350-5722
946,946,Over Easy Restaurant,Breakfast & Brunch,4.0,43.6480441867393,-79.377672200254,56 Yonge Street,Toronto,+1 416-862-0110
947,947,Brasileirissimo Steak House,Brazilian,4.5,43.64925,-79.4226,1209 Dundas Street W,Toronto,+1 416-537-8988
948,948,Paracas Peruvian,Peruvian,3.5,43.6794411,-79.436944,992 St.Clair Avenue W,Toronto,+1 416-532-5627
949,949,7 West Cafe,Italian,3.5,43.6685661933329,-79.3865257501602,7 Charles Street W,Toronto,+1 416-928-9041
950,950,Paracas Peruvian,Peruvian,3.5,43.6794411,-79.436944,992 St.Clair Avenue W,Toronto,+1 416-532-5627
951,951,7 West Cafe,Italian,3.5,43.6685661933329,-79.3865257501602,7 Charles Street W,Toronto,+1 416-928-9041
952,952,Bodega Henriette,Bars,4.5,43.6780199,-79.31471,1801 Gerrard Street E,Toronto,+1 416-546-6261
953,953,Storm Crow Manor,Bars,4.0,43.6667489584503,-79.3816431239247,580 Church Street,Toronto,+1 416-367-2769
954,954,River Tai Restaurant,Thai,4.0,43.66316,-79.40309,92 Harbord Street,Toronto,+1 416-925-6305
955,955,Poke Guys,Hawaiian,4.0,43.65484,-79.38517,112 Elizabeth Street,Toronto,+1 416-506-7653
956,956,Scarlet Door,Cafes,4.5,43.66858,-79.38537,15 Charles Street E,Toronto,+1 647-475-4436
957,957,Tilt Arcade Bar,Arcades,4.5,43.65182,-79.40925,824 Dundas Street West,Toronto,+1 416-551-8458
958,958,Pho Anh Vu,Vietnamese,4.0,43.7183600176532,-79.4573690012284,3200 Dufferin Street,Toronto,+1 647-346-9333
959,959,Grill Gate,Canadian (New),4.5,43.75315,-79.45165,832 Sheppard Avenue W,Toronto,+1 416-631-1167
960,960,Maple Leaf Tavern,American (Traditional),4.0,43.66814,-79.33976,955 Gerrard Street E,Toronto,+1 416-465-0955
961,961,Paisano,Italian,3.5,43.7541723,-79.3495129,865 York Mills Road,Toronto,+1 416-222-5487
962,962,Jin's Mi-Fen,Noodles,4.0,43.77831,-79.4147799,5515 Yonge Street,Toronto,+1 647-348-6868
963,963,Green Tea Restaurant Downtown Toronto,Chinese,3.5,43.65235,-79.39731,261 Spadina Avenue,Toronto,+1 416-519-1073
964,964,Itacate,Mexican,4.5,43.6793908547042,-79.4371611624956,998 St. Clair Avenue W,Toronto,+1 647-701-0420
965,965,Coffee Oysters Champagne,Champagne Bars,4.0,43.64757,-79.38684,214 King Street W,Toronto,+1 416-408-4044
966,966,Tokyo Sushi,Sushi Bars,4.0,43.6655988169559,-79.3869840388907,33 St Joseph Street,Toronto,+1 416-513-0002
967,967,Siempre Restaurant,Breakfast & Brunch,4.0,43.643393311738,-79.3922074406298,348 Front Street W,Toronto,+1 647-346-8222
968,968,Wish,Lounges,3.0,43.66861,-79.3855899,3 Charles Street E,Toronto,+1 416-935-0240
969,969,Rosalinda,Mexican,3.5,43.6500769660141,-79.3848312646151,133 Richmond Street W,Toronto,+1 416-907-0650
970,970,Hokkaido Ramen Santouka,Ramen,4.0,43.66539,-79.40882,515 Bloor Street W,Toronto,+1 647-346-6350
971,971,Padella,Italian,4.0,43.7346999,-79.41951,1967 Avenue Road,Toronto,+1 416-519-8222
972,972,River Tai,Chinese,4.0,43.6630083323837,-79.4026139751077,92 Harbord Street,Toronto,+1 416-925-6305
973,973,Omni Palace Noodle House,Noodles,3.5,43.7713141,-79.3316661,235 Consumers Road,Toronto,+1 416-493-0080
974,974,Europe Bar & Restaurant,Hungarian,4.0,43.71817,-79.4297799,3030 Bathurst Street,North York,+1 647-436-9739
975,975,The Alpine,Gastropubs,4.0,43.66562,-79.4652,2872 Dundas Street W,Toronto,+1 647-352-5585
976,976,Folly Brewing,Brewpubs,4.0,43.65401,-79.42591,928 College Street,Toronto,+1 416-533-7272
977,977,Kasa Moto,Japanese,3.5,43.670608,-79.3927837,115 Yorkville Avenue,Toronto,+1 647-348-7000
978,978,El Charro,Mexican,4.0,43.6771428,-79.3590065,788 Broadview ave,Toronto,+1 647-358-5883
979,979,Souv Like,Greek,4.5,43.67948,-79.34532,708 Pape Avenue,Toronto,+1 647-349-9420
980,980,Baddies,Coffee & Tea,4.0,43.6588007893681,-79.4426684081554,679 Lansdowne Avenue,Toronto,
981,981,Earls Kitchen + Bar,Canadian (New),3.5,43.6480134620711,-79.3839246431072,150 King Street West,Toronto,+1 416-916-0227
982,982,The Peasant Table,Italian,3.5,43.6595356508969,-79.3473240555947,782 Queen Street E,Toronto,+1 647-343-7022
983,983,BSG Hot Pot,Chinese,4.0,43.80597,-79.33742,3560 Victoria Park Avenue,Toronto,+1 416-551-6656
984,984,O Espeta Restaurant,Portuguese,5.0,43.6758988429,-79.4537720829,1480 st Clair Avenue W,Toronto,+1 416-654-6666
985,985,Completo,Latin American,4.5,43.6626328,-79.3340575,5 Coady Avenue,Toronto,+1 416-901-9233
986,986,Qoola,Desserts,4.0,43.7741348,-79.5036081,4700 Keele Street,Toronto,+1 416-661-6652
987,987,Paldo Gangsan,Korean,4.0,43.664,-79.41743,694 Bloor Street  W,Toronto,+1 416-536-7517
988,988,Joy Thai Restaurant,Thai,4.0,43.72796,-79.40321,3192 Yonge Street,Toronto,+1 416-487-5144
989,989,Mistura Restaurant,Italian,3.5,43.6742947,-79.3982251,265 Davenport Road,Toronto,+1 416-515-0009
990,990,ND Sushi & Grill,Sushi Bars,4.0,43.65735,-79.40465,370 College St,Toronto,+1 416-546-1002
991,991,Bebo's Authentic Grill,Modern European,4.5,43.612076702283,-79.5416979119182,533 Evans Avenue,Toronto,+1 647-352-2400
992,992,Koji Japanese Restaurant,Sushi Bars,4.5,43.6653247110788,-79.4528076801096,1553 Dupont Street,Toronto,+1 416-588-7426
993,993,Le Paradis Brasserie Bistro,French,3.5,43.67506,-79.40025,166 Bedford Road,Toronto,+1 416-921-0995
994,994,V's Schnitzel House,Slovakian,3.5,43.60222,-79.5456321,448 Browns Line,Toronto,+1 416-255-3179
995,995,Avocado Sushi,Japanese,4.0,43.6677895,-79.3883896,1105 Bay Street,Toronto,+1 416-323-9770
996,996,Bar Mercurio,Italian,3.0,43.6674817706316,-79.4006463811387,270 Bloor Street W,Toronto,+1 416-960-3877
997,997,Eggstatic,Breakfast & Brunch,4.5,43.70549,-79.37534,1568 bayview avenue,Toronto,+1 647-352-1568
998,998,Taste of China,Chinese,3.5,43.654,-79.39891,338 Spadina Ave,Toronto,+1 416-348-8828
999,999,The Fanzone Wings & Ribs,Chicken Wings,4.0,43.7530567,-79.2762336,1168 Kennedy Road,Toronto,+1 416-551-0415
